Year,Subject,Assessment Description,Student ID,Location,Enrollment Grade,Grade Equivalent,Grade Mismatch,Gender,Ethnicity,Economically Disadvantaged,ELL Eligible,Former ELL,ELL Duration,NYSESLAT Eligible,Disability,Former SWD,NYSAA Eligible,Homeless,In Foster Care,Parent In Armed Forces,Immigrant,Crisis/Disaster Student Displacement Code,Crisis Name,Standard Achieved,Score,Platform,CBT Not Tested Reason
2022-2023,Math,Grade 7 Math,239780109,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,,,,,,,,,,,,,,,Level 4,499,PBT,
2022-2023,Math,Grade 7 Math,207601097,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,,,,,,,,,,,,,,,Level 3,459,PBT,
2022-2023,Math,Grade 6 Math,238589881,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 2,442,PBT,
2022-2023,Math,Grade 6 Math,238438055,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 3,463,PBT,
2022-2023,Math,Grade 7 Math,238196950,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 4,485,PBT,
2022-2023,Math,Grade 8 Math,224240663,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,,,,,,,,,,,,,,,Level 4,508,PBT,
2022-2023,Math,Grade 8 Math,236363222,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 3,462,PBT,
2022-2023,Math,Grade 7 Math,235395233,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Hispanic or Latino,YES,,,,,,,,,,,,,,Level 3,468,PBT,
2022-2023,Math,Grade 8 Math,234836906,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,Learning Disability,,,,,,,,,Level 3,462,PBT,
2022-2023,Math,Grade 7 Math,237496799,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,,,,YES,,,,,,Level 2,435,PBT,
2022-2023,Math,Grade 8 Math,232537969,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 4,505,PBT,
2022-2023,Math,Grade 7 Math,237198700,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,Learning Disability,,,,,,,,,Level 1,412,PBT,
2022-2023,Math,Grade 7 Math,235388014,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 4,506,PBT,
2022-2023,Math,Grade 7 Math,236411849,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Hispanic or Latino,YES,,,,,,,,,,,,,,Level 4,485,PBT,
2022-2023,Math,Grade 8 Math,235066677,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 2,446,PBT,
2022-2023,Math,Grade 8 Math,237146147,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Hispanic or Latino,YES,YES,,,,,,,,,,,,,Level 1,428,PBT,
2022-2023,Math,Grade 7 Math,238054928,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 2,437,PBT,
2022-2023,Math,Grade 7 Math,237316112,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 1,409,PBT,
2022-2023,Math,Grade 8 Math,235553716,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Hispanic or Latino,YES,,,,,,,,,,,,,,Level 4,495,PBT,
2022-2023,Math,Grade 8 Math,234359438,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 3,476,PBT,
2022-2023,Math,Grade 6 Math,240428540,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,Learning Disability,,,,,,,,,Level 1,406,PBT,
2022-2023,Math,Grade 7 Math,258678861,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 4,485,PBT,
2022-2023,Math,Grade 7 Math,237163860,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,Speech or Language Impairment,,,,,,,,,Level 1,426,PBT,
2022-2023,Math,Grade 6 Math,240860544,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Hispanic or Latino,YES,,,,,,,,,,,,,,Level 3,450,PBT,
2022-2023,Math,Grade 8 Math,243769700,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,,,,YES,,,,,,Level 3,471,PBT,
2022-2023,Math,Grade 8 Math,243769676,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,Learning Disability,,,YES,,,,,,Level 1,417,PBT,
2022-2023,Math,Grade 6 Math,240432849,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 2,436,PBT,
2022-2023,Math,Grade 6 Math,236092151,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Hispanic or Latino,YES,,,,,,,,,,,,,,Level 2,443,PBT,
2022-2023,Math,Grade 8 Math,233888569,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 3,479,PBT,
2022-2023,Math,Grade 6 Math,234515658,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,Learning Disability,,,,,,,,,Level 1,429,PBT,
2022-2023,Math,Grade 7 Math,234176295,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 2,435,PBT,
2022-2023,Math,Grade 6 Math,216427898,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Hispanic or Latino,YES,,,,,,,,YES,,,,,,Level 3,463,PBT,
2022-2023,Math,Grade 6 Math,248882631,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Hispanic or Latino,YES,YES,,,,,,,,,,,,,Level 2,436,PBT,
2022-2023,Math,Grade 8 Math,235399979,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 3,464,PBT,
2022-2023,Math,Grade 6 Math,240433177,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 2,448,PBT,
2022-2023,Math,Grade 6 Math,239681372,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,,,,YES,,,,,,Level 2,431,PBT,
2022-2023,Math,Grade 8 Math,203336409,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,Learning Disability,,,YES,,,,,,Level 1,425,PBT,
2022-2023,Math,Grade 6 Math,238438048,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 3,470,PBT,
2022-2023,Math,Grade 6 Math,238377485,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 1,398,PBT,
2022-2023,Math,Grade 7 Math,239131675,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 3,459,PBT,
2022-2023,Math,Grade 7 Math,240137851,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 3,466,PBT,
2022-2023,Math,Grade 8 Math,204327019,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,Speech or Language Impairment,,,,,,,,,Level 2,444,PBT,
2022-2023,Math,Grade 7 Math,207059569,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 3,454,PBT,
2022-2023,Math,Grade 6 Math,242433100,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,Learning Disability,,,,,,,,,Level 1,419,PBT,
2022-2023,Math,Grade 7 Math,235257946,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 3,466,PBT,
2022-2023,Math,Grade 8 Math,224204396,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 3,468,PBT,
2022-2023,Math,Grade 7 Math,237316419,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 3,471,PBT,
2022-2023,Math,Grade 8 Math,222778870,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 4,501,PBT,
2022-2023,Math,Grade 8 Math,235020591,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 3,479,PBT,
2022-2023,Math,Grade 6 Math,258821271,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 1,419,PBT,
2022-2023,Math,Grade 8 Math,245831730,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,YES,,,,,,YES,,,,,,Level 3,466,PBT,
2022-2023,Math,Grade 7 Math,238848063,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Hispanic or Latino,YES,YES,,,,Speech or Language Impairment,,,,,,,,,Level 2,435,PBT,
2022-2023,Math,Grade 6 Math,240472183,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Hispanic or Latino,YES,,,,,Learning Disability,,,,,,,,,Level 3,465,PBT,
2022-2023,Math,Grade 8 Math,237058292,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Hispanic or Latino,YES,,,,,,,,,,,,,,Level 4,501,PBT,
2022-2023,Math,Grade 8 Math,232004101,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Hispanic or Latino,YES,,,,,,,,,,,,,,Level 2,446,PBT,
2022-2023,Math,Grade 6 Math,206817132,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Hispanic or Latino,YES,,,,,,,,YES,,,,,,Level 2,433,PBT,
2022-2023,Math,Grade 8 Math,234139376,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 3,468,PBT,
2022-2023,Math,Grade 8 Math,255381543,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Hispanic or Latino,YES,YES,,,,,,,YES,,,,,,Level 4,482,PBT,
2022-2023,Math,Grade 8 Math,203629365,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 1,417,PBT,
2022-2023,Math,Grade 6 Math,239555733,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 2,436,PBT,
2022-2023,Math,Grade 7 Math,236335691,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 3,468,PBT,
2022-2023,Math,Grade 7 Math,204617849,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,,,,YES,,,,,,Level 2,438,PBT,
2022-2023,Math,Grade 8 Math,236250411,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 3,466,PBT,
2022-2023,Math,Grade 7 Math,236979597,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 4,485,PBT,
2022-2023,Math,Grade 6 Math,235689536,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,Orthopedic Impairment,,,,,,,,,Level 3,467,PBT,
2022-2023,Math,Grade 6 Math,258678952,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,Speech or Language Impairment,,,,,,,,,Level 2,431,PBT,
2022-2023,Math,Grade 6 Math,258678986,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,Learning Disability,,,,,,,,,Level 1,417,PBT,
2022-2023,Math,Grade 7 Math,238262042,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,Emotional Disability,,,YES,,,,,,Level 2,433,PBT,
2022-2023,Math,Grade 6 Math,240647248,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,,,,YES,,,,,,Level 1,429,PBT,
2022-2023,Math,Grade 8 Math,232921908,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,,,,YES,,,,,,Level 3,466,PBT,
2022-2023,Math,Grade 8 Math,247800238,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,Learning Disability,,,,,,,,,Level 1,403,PBT,
2022-2023,Math,Grade 6 Math,216437533,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,Learning Disability,,,,,,,,,Level 1,419,PBT,
2022-2023,Math,Grade 6 Math,216437558,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,Learning Disability,,,,,,,,,Level 1,427,PBT,
2022-2023,Math,Grade 8 Math,237622485,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Native Hawaiian/Other Pacific Islander,YES,,,,,,,,,,,,,,Level 4,482,PBT,
2022-2023,Math,Grade 8 Math,230523680,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 4,486,PBT,
2022-2023,Math,Grade 6 Math,239233489,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,,,,,,Learning Disability,,,,,,,,,Level 3,461,PBT,
2022-2023,Math,Grade 8 Math,234292449,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Hispanic or Latino,YES,,,,,,,,,,,,,,Level 2,438,PBT,
2022-2023,Math,Grade 8 Math,242175768,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,American Indian or Alaska Native,YES,YES,,,,,,,,,,,,,Level 3,462,PBT,
2022-2023,Math,Grade 8 Math,224852822,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 4,486,PBT,
2022-2023,Math,Grade 7 Math,235522646,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,Speech or Language Impairment,,,,,,,,,Level 3,455,PBT,
2022-2023,Math,Grade 8 Math,245287545,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Asian,YES,YES,,,,,,,,,,,,,Level 1,414,PBT,
2022-2023,Math,Grade 7 Math,219910148,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,Emotional Disability,,,,,,,,,Level 2,433,PBT,
2022-2023,Math,Grade 6 Math,238138234,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 2,448,PBT,
2022-2023,Math,Grade 8 Math,234192714,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 3,468,PBT,
2022-2023,Math,Grade 8 Math,234319499,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Hispanic or Latino,YES,,,,,,,,,,,,,,Level 1,430,PBT,
2022-2023,Math,Grade 6 Math,240112706,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,,,,,,,,,,,,,,,Level 3,470,PBT,
2022-2023,Math,Grade 7 Math,239879232,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Asian,YES,YES,,,,,,,,,,,,,Level 4,502,PBT,
2022-2023,Math,Grade 8 Math,220390330,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,Other Health Impairment,,,,,,,,,Level 2,448,PBT,
2022-2023,Math,Grade 8 Math,239933591,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 1,432,PBT,
2022-2023,Math,Grade 7 Math,240751933,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,Learning Disability,,,,,,,,,Level 2,431,PBT,
2022-2023,Math,Grade 6 Math,237777743,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,Learning Disability,,,,,,,,,Level 2,433,PBT,
2022-2023,Math,Grade 7 Math,236794814,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 4,477,PBT,
2022-2023,Math,Grade 6 Math,239847320,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 2,431,PBT,
2022-2023,Math,Grade 8 Math,225040823,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 2,446,PBT,
2022-2023,Math,Grade 6 Math,235659265,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,YES,,,,,,Level 2,431,PBT,
2022-2023,Math,Grade 6 Math,235659257,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,YES,,,,,,Level 1,413,PBT,
2022-2023,Math,Grade 7 Math,212089809,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 2,435,PBT,
2022-2023,Math,Grade 8 Math,235797404,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 2,448,PBT,
2022-2023,Math,Grade 7 Math,236420147,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 3,459,PBT,
2022-2023,Math,Grade 8 Math,235534989,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 3,473,PBT,
2022-2023,Math,Grade 6 Math,223990136,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Hispanic or Latino,YES,,,,,Learning Disability,,,YES,,,,,,Level 1,429,PBT,
2022-2023,Math,Grade 6 Math,241909548,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 4,485,PBT,
2022-2023,Math,Grade 6 Math,207810383,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,Learning Disability,,,,,,,,,Level 1,422,PBT,
2022-2023,Math,Grade 6 Math,207938986,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,Learning Disability,,,,,,,,,Level 1,422,PBT,
2022-2023,Math,Grade 6 Math,240662957,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,,,,,,,,,,,,,,,Level 2,443,PBT,
2022-2023,Math,Grade 8 Math,234324317,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Hispanic or Latino,YES,,,,,,,,,,,,,,Level 4,508,PBT,
2022-2023,Math,Grade 6 Math,239353410,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Hispanic or Latino,YES,,,,,Speech or Language Impairment,,,,,,,,,Level 1,413,PBT,
2022-2023,Math,Grade 7 Math,238254312,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,,,,,,,,,,,,,,,Level 4,506,PBT,
2022-2023,Math,Grade 8 Math,237158886,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 3,450,PBT,
2022-2023,Math,Grade 8 Math,209503762,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,Other Health Impairment,,,,,,,,,Level 3,454,PBT,
2022-2023,Math,Grade 8 Math,223377557,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,Emotional Disability,,,,,,,,,Level 1,407,PBT,
2022-2023,Math,Grade 7 Math,234009280,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,Speech or Language Impairment,,,,,,,,,Level 2,435,PBT,
2022-2023,Math,Grade 7 Math,203290762,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,Learning Disability,,,,,,,,,Level 2,442,PBT,
2022-2023,Math,Grade 8 Math,234837730,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 4,490,PBT,
2022-2023,Math,Grade 8 Math,240792135,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Hispanic or Latino,YES,,,,,,,,,,,,,,Level 4,495,PBT,
2022-2023,Math,Grade 7 Math,236822284,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,Learning Disability,,,,,,,,,Level 2,447,PBT,
2022-2023,Math,Grade 7 Math,238994420,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,,,,,,,,,,,,,,,Level 4,502,PBT,
2022-2023,Math,Grade 8 Math,223234212,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 2,444,PBT,
2022-2023,Math,Grade 7 Math,235528478,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Hispanic or Latino,YES,,,,,Speech or Language Impairment,,,,,,,,,Level 1,406,PBT,
2022-2023,Math,Grade 6 Math,240020263,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,,,,,,,,,,,,,,,Level 3,459,PBT,
2022-2023,Math,Grade 7 Math,239131667,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 3,474,PBT,
2022-2023,Math,Grade 6 Math,240105155,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,YES,,,,,,Level 2,443,PBT,
2022-2023,Math,Grade 6 Math,238851190,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,,,,,,,,,,,,,,,Level 3,478,PBT,
2022-2023,Math,Grade 6 Math,241947258,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 1,424,PBT,
2023-2024,Math,Grade 8 Math,236335634,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 1,427,CBT,
2023-2024,Math,Grade 7 Math,216418533,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Hispanic or Latino,YES,,,,,Learning Disability,,,,,,,,,Level 1,409,CBT,
2023-2024,Math,Grade 8 Math,238081855,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 4,493,CBT,
2023-2024,Math,Grade 8 Math,245135728,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,White,YES,YES,,6,,,,,,,,,,,Level 1,407,CBT,
2023-2024,Math,Grade 8 Math,255868630,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,White,YES,YES,,2,,,,,,,,YES,,,Level 1,418,CBT,
2023-2024,Math,Grade 8 Math,238596266,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,,,,,,,,,,,,,,,Level 4,505,CBT,
2023-2024,Math,Grade 8 Math,247352743,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Asian,YES,,YES,5,,,,,,,,,,,Level 4,493,CBT,
2023-2024,Math,Grade 6 Math,243036142,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 3,459,CBT,
2023-2024,Math,Grade 7 Math,240428771,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 2,443,CBT,
2023-2024,Math,Grade 7 Math,239259468,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,,,,YES,,,,,,Level 2,432,CBT,
2023-2024,Math,Grade 6 Math,239104334,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,Other Health Impairment,,,YES,,,,,,Level 1,409,CBT,
2023-2024,Math,Grade 8 Math,236644407,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,,,,,,,,,,,,,,,Level 3,450,CBT,
2023-2024,Math,Grade 6 Math,243262151,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 2,439,CBT,
2023-2024,Math,Grade 8 Math,220150718,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,Autism,,,,,,,,,Level 2,437,CBT,
2023-2024,Math,Grade 7 Math,234635373,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Hispanic or Latino,YES,,,,,,,,,,,,,,Level 2,430,CBT,
2023-2024,Math,Grade 6 Math,240763169,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 1,428,CBT,
2023-2024,Math,Grade 8 Math,207405754,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 3,456,CBT,
2023-2024,Math,Grade 8 Math,244426979,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,,,,,,,,,,,,,,,Level 3,475,CBT,
2023-2024,Math,Grade 8 Math,235180239,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,Autism,,,,,,,,,Level 3,460,CBT,
2023-2024,Math,Grade 6 Math,243662236,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 2,445,CBT,
2023-2024,Math,Grade 8 Math,237334206,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,YES,,,,,,Level 1,432,CBT,
2023-2024,Math,Grade 8 Math,238213706,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 4,490,CBT,
2023-2024,Math,Grade 7 Math,239636459,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 1,428,CBT,
2023-2024,Math,Grade 7 Math,239832041,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Hispanic or Latino,YES,,,,,,,,,,,,,,Level 2,437,CBT,
2023-2024,Math,Grade 7 Math,239588270,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Hispanic or Latino,YES,,,,,,,,,,,,,,Level 3,458,CBT,
2023-2024,Math,Grade 8 Math,237310073,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,,,,,,,,,,,,,,,Level 3,468,CBT,
2023-2024,Math,Grade 6 Math,242958973,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,Learning Disability,,,,,,,,,Level 3,453,CBT,
