Year,Subject,Assessment Description,Student ID,Location,Enrollment Grade,Grade Equivalent,Grade Mismatch,Gender,Ethnicity,Economically Disadvantaged,ELL Eligible,Former ELL,ELL Duration,NYSESLAT Eligible,Disability,Former SWD,NYSAA Eligible,Homeless,In Foster Care,Parent In Armed Forces,Immigrant,Crisis/Disaster Student Displacement Code,Crisis Name,Standard Achieved,Score,Platform,CBT Not Tested Reason
2023-2024,Math,Grade 7 Math,216274092,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,Speech or Language Impairment,,,,,,,,,Level 2,430,CBT,
2023-2024,Math,Grade 6 Math,243262086,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Hispanic or Latino,YES,,YES,4,,Learning Disability,,,,,,,,,Level 2,445,CBT,
2023-2024,Math,Grade 7 Math,236964516,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 2,435,CBT,
2023-2024,Math,Grade 6 Math,240860502,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,,,,YES,,,,,,Level 3,450,CBT,
2023-2024,Math,Grade 8 Math,236335600,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 3,464,CBT,
2023-2024,Math,Grade 6 Math,243261997,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 3,451,CBT,
2023-2024,Math,Grade 8 Math,237649678,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 3,478,CBT,
2023-2024,Math,Grade 8 Math,239950421,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 4,483,CBT,
2023-2024,Math,Grade 6 Math,240763474,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,,,,,,,,,,,,,,,Level 1,426,CBT,
2023-2024,Math,Grade 6 Math,243036597,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 2,445,CBT,
2023-2024,Math,Grade 7 Math,238606370,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Multiracial,YES,,,,,Speech or Language Impairment,,,,,,,,,Level 2,435,CBT,
2023-2024,Math,Grade 7 Math,220259204,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Hispanic or Latino,YES,,,,,Autism,,,,,,,,,Level 3,469,CBT,
2023-2024,Math,Grade 7 Math,239603178,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,,,,,,,,,,,,,,,Level 3,462,CBT,
2023-2024,Math,Grade 7 Math,237323142,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 3,464,CBT,
2023-2024,Math,Grade 7 Math,236565842,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,Other Health Impairment,,,,,,,,,Level 2,439,CBT,
2023-2024,Math,Grade 7 Math,239968779,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,,,,YES,,,,,,Level 3,467,CBT,
2023-2024,Math,Grade 7 Math,240418228,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 1,425,CBT,
2023-2024,Math,Grade 7 Math,238561922,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,Emotional Disability,,,,,,,,,Level 1,409,CBT,
2023-2024,Math,Grade 6 Math,240913533,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,Learning Disability,,,,,,,,,Level 2,433,CBT,
2023-2024,Math,Grade 8 Math,235441763,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 3,454,CBT,
2023-2024,Math,Grade 7 Math,239613425,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Hispanic or Latino,YES,,,,,,,,,,,,,,Level 4,510,CBT,
2023-2024,Math,Grade 6 Math,238321780,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Hispanic or Latino,YES,,,,,,,,,,,,,,Level 3,450,CBT,
2023-2024,Math,Grade 7 Math,235486677,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 1,395,CBT,
2023-2024,Math,Grade 7 Math,239634439,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,,,,YES,,,,,,Level 4,477,CBT,
2023-2024,Math,Grade 6 Math,240425223,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,YES,5,,Speech or Language Impairment,,,,,,,,,Level 3,459,CBT,
2023-2024,Math,Grade 8 Math,237564513,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 4,505,CBT,
2023-2024,Math,Grade 6 Math,240421941,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 1,420,CBT,
2023-2024,Math,Grade 7 Math,252770698,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,,,,,,,YES,,,Level 1,425,CBT,
2023-2024,Math,Grade 6 Math,243756954,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,YES,,,,,,Level 2,433,CBT,
2023-2024,Math,Grade 7 Math,239354608,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 3,464,CBT,
2023-2024,Math,Grade 8 Math,237310438,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,YES,,,,,,Level 4,502,CBT,
2023-2024,Math,Grade 8 Math,207776329,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,2,,,,,,,,,,,Level 3,454,CBT,
2023-2024,Math,Grade 7 Math,238584502,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,2,,,,,,,,,,,Level 3,464,CBT,
2023-2024,Math,Grade 6 Math,238606347,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 2,447,CBT,
2023-2024,Math,Grade 6 Math,241033794,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 1,428,CBT,
2023-2024,Math,Grade 8 Math,247129703,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,YES,4,,,,,YES,,,,,,Level 3,470,CBT,
2023-2024,Math,Grade 6 Math,253890388,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Multiracial,YES,,,,,,,,,,,,,,Level 3,468,CBT,
2023-2024,Math,Grade 7 Math,240860916,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,Speech or Language Impairment,,,,,,,,,Level 1,428,CBT,
2023-2024,Math,Grade 8 Math,247169717,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,Speech or Language Impairment,,,,,,,,,Level 2,448,CBT,
2023-2024,Math,Grade 8 Math,235096955,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,YES,,,,,,Level 3,456,CBT,
2023-2024,Math,Grade 7 Math,239223423,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 2,430,CBT,
2023-2024,Math,Grade 6 Math,241714450,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Hispanic or Latino,,,,,,,,,,,,,,,Level 3,466,CBT,
2023-2024,Math,Grade 6 Math,241702414,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Hispanic or Latino,YES,,,,,,,,,,,,,,Level 3,451,CBT,
2023-2024,Math,Grade 8 Math,255084659,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,,,,,,,YES,,,Level 3,475,CBT,
2023-2024,Math,Grade 6 Math,237462734,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,White,YES,YES,,7,,Speech or Language Impairment,,,,,,,,,Level 2,437,CBT,
2023-2024,Math,Grade 6 Math,229436753,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 2,433,CBT,
2023-2024,Math,Grade 6 Math,238666945,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Hispanic or Latino,YES,,,,,,,,YES,,,,,,Level 1,413,CBT,
2023-2024,Math,Grade 7 Math,238420020,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 3,458,CBT,
2023-2024,Math,Grade 6 Math,242159465,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 1,428,CBT,
2023-2024,Math,Grade 6 Math,242967156,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,Learning Disability,,,,,,,,,Level 1,426,CBT,
2023-2024,Math,Grade 8 Math,219537792,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 3,460,CBT,
2023-2024,Math,Grade 8 Math,223377599,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 1,430,CBT,
2023-2024,Math,Grade 6 Math,242765725,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 1,423,CBT,
2023-2024,Math,Grade 8 Math,236337028,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 3,478,CBT,
2023-2024,Math,Grade 6 Math,240943696,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 3,459,CBT,
2023-2024,Math,Grade 7 Math,239662505,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Hispanic or Latino,YES,,,,,,,,,,,,,,Level 2,441,CBT,
2023-2024,Math,Grade 6 Math,241886878,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Hispanic or Latino,YES,,YES,2,,,,,YES,,,,,,Level 1,417,CBT,
2023-2024,Math,Grade 7 Math,237047428,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,Speech or Language Impairment,,,,,,,,,Level 1,416,CBT,
2023-2024,Math,Grade 8 Math,236567939,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 3,462,CBT,
2023-2024,Math,Grade 6 Math,247366065,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Hispanic or Latino,YES,,,,,Learning Disability,,,,,,,,,Level 1,426,CBT,
2023-2024,Math,Grade 6 Math,259247377,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Hispanic or Latino,YES,YES,,1,,,,,YES,,,YES,,,Level 2,439,CBT,
2023-2024,Math,Grade 8 Math,239847569,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,American Indian or Alaska Native,YES,,,,,,,,,,,,,,Level 3,464,CBT,
2023-2024,Math,Grade 8 Math,234494359,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 3,450,CBT,
2023-2024,Math,Grade 8 Math,237805478,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 3,466,CBT,
2023-2024,Math,Grade 8 Math,247740640,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,,,,YES,,,,,,Level 1,424,CBT,
2023-2024,Math,Grade 7 Math,240428664,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 1,425,CBT,
2023-2024,Math,Grade 8 Math,220047377,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,Learning Disability,,,,,,,,,Level 3,454,CBT,
2023-2024,Math,Grade 6 Math,241353564,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,Speech or Language Impairment,,,,,,,,,Level 2,431,CBT,
2023-2024,Math,Grade 6 Math,245795083,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,,,,YES,,,,,,Level 1,417,CBT,
2023-2024,Math,Grade 8 Math,239866122,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 4,483,CBT,
2023-2024,Math,Grade 7 Math,238473649,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Hispanic or Latino,YES,,,,,,,,,,,,,,Level 2,443,CBT,
2023-2024,Math,Grade 8 Math,218892131,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Hispanic or Latino,YES,,YES,1,,,,,,,,,,,Level 3,456,CBT,
2023-2024,Math,Grade 7 Math,240059410,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Hispanic or Latino,YES,,YES,1,,,,,,,,,,,Level 3,467,CBT,
2023-2024,Math,Grade 6 Math,237351333,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,Learning Disability,,,,,,,,,Level 2,441,CBT,
2023-2024,Math,Grade 8 Math,238254817,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 4,493,CBT,
2023-2024,Math,Grade 6 Math,241753359,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Hispanic or Latino,YES,,,,,,,,,,,,,,Level 3,466,CBT,
2023-2024,Math,Grade 7 Math,216486860,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,,,,,,,,,,,,,,,Level 3,451,CBT,
2023-2024,Math,Grade 8 Math,239780109,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,,,,,,,,,,,,,,,Level 4,497,CBT,
2023-2024,Math,Grade 8 Math,207601097,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,,,,,,,,,,,,,,,Level 3,452,CBT,
2023-2024,Math,Grade 7 Math,238589881,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 3,464,CBT,
2023-2024,Math,Grade 7 Math,238438055,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 3,469,CBT,
2023-2024,Math,Grade 8 Math,238438063,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 4,483,CBT,
2023-2024,Math,Grade 7 Math,240420570,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,White,YES,,,,,,,,,,,,,,Level 2,445,CBT,
2023-2024,Math,Grade 8 Math,238196950,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 3,458,CBT,
2023-2024,Math,Grade 6 Math,242945541,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,Speech or Language Impairment,,,,,,,,,Level 2,443,CBT,
2023-2024,Math,Grade 8 Math,235395233,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Hispanic or Latino,YES,,,,,,,,,,,,,,Level 3,466,CBT,
2023-2024,Math,Grade 8 Math,237496799,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,YES,,,,,,Level 3,458,CBT,
2023-2024,Math,Grade 6 Math,245067137,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 3,464,CBT,
2023-2024,Math,Grade 6 Math,240860585,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 2,447,CBT,
2023-2024,Math,Grade 6 Math,243220571,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 2,435,CBT,
2023-2024,Math,Grade 8 Math,236411849,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Hispanic or Latino,YES,,,,,,,,,,,,,,Level 4,490,CBT,
2023-2024,Math,Grade 8 Math,238054928,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 2,436,CBT,
2023-2024,Math,Grade 8 Math,237316112,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 1,388,CBT,
2023-2024,Math,Grade 6 Math,238635148,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,,YES,,,,,Level 3,455,CBT,
2023-2024,Math,Grade 8 Math,240651703,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Asian,YES,,,4,,,,,,,,,,,Level 4,493,CBT,
2023-2024,Math,Grade 7 Math,240860544,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Hispanic or Latino,YES,,,,,,,,,,,,,,Level 3,453,CBT,
2023-2024,Math,Grade 8 Math,236061818,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,,,,,,,,,,,,,,,Level 4,512,CBT,
2023-2024,Math,Grade 6 Math,239927759,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Hispanic or Latino,YES,,,2,,,,,,,,,,,Level 2,439,CBT,
2023-2024,Math,Grade 7 Math,240432849,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 3,453,CBT,
2023-2024,Math,Grade 7 Math,236092151,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Hispanic or Latino,YES,,,,,,,,,,,,,,Level 2,447,CBT,
2023-2024,Math,Grade 7 Math,234515658,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,Learning Disability,,,,,,,,,Level 2,441,CBT,
2023-2024,Math,Grade 8 Math,234176295,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 1,407,CBT,
2023-2024,Math,Grade 7 Math,216427898,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Hispanic or Latino,YES,,,,,,,,YES,,,,,,Level 3,462,CBT,
2023-2024,Math,Grade 7 Math,240397562,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,,,,,,,,,,,,,,,Level 4,479,CBT,
2023-2024,Math,Grade 7 Math,248882631,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Hispanic or Latino,YES,YES,,5,,,,,,,,,,,Level 2,439,CBT,
2023-2024,Math,Grade 7 Math,240433177,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 2,445,CBT,
2023-2024,Math,Grade 7 Math,239681372,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,,,,YES,,,,,,Level 2,430,CBT,
2023-2024,Math,Grade 7 Math,238438048,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 3,462,CBT,
2023-2024,Math,Grade 7 Math,238377485,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 1,395,CBT,
2023-2024,Math,Grade 8 Math,239131675,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,,,,,,,,,,,,,,,Level 3,466,CBT,
2023-2024,Math,Grade 8 Math,240137851,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 3,464,CBT,
2023-2024,Math,Grade 8 Math,223527003,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Hispanic or Latino,YES,,,,,,,,,,,,,,Level 2,446,CBT,
2023-2024,Math,Grade 6 Math,238841274,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,,,,,,,,,,,,,,,Level 3,481,CBT,
2023-2024,Math,Grade 7 Math,239588106,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 3,460,CBT,
2023-2024,Math,Grade 7 Math,238935415,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,Learning Disability,,,,,,,,,Level 3,455,CBT,
2023-2024,Math,Grade 7 Math,238941801,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,Learning Disability,,,,,,,,,Level 2,430,CBT,
2023-2024,Math,Grade 7 Math,242433100,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,Other Health Impairment,,,,,,,,,Level 1,419,CBT,
2023-2024,Math,Grade 6 Math,243634425,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Hispanic or Latino,YES,,,,,Learning Disability,,,,,,,,,Level 1,417,CBT,
2023-2024,Math,Grade 8 Math,235257946,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 3,456,CBT,
2023-2024,Math,Grade 6 Math,236230629,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,Learning Disability,,,YES,,,,,,Level 3,457,CBT,
2023-2024,Math,Grade 6 Math,241657360,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,YES,,,,,,Level 3,468,CBT,
2023-2024,Math,Grade 6 Math,240299065,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Hispanic or Latino,YES,,,,,Autism,,,,,,,,,Level 3,453,CBT,
2023-2024,Math,Grade 8 Math,237316419,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 3,462,CBT,
2023-2024,Math,Grade 6 Math,242386035,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 3,460,CBT,
2023-2024,Math,Grade 6 Math,240902924,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 3,460,CBT,
2023-2024,Math,Grade 6 Math,241909589,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,,,,,,,,,,,,,,,Level 3,473,CBT,
2023-2024,Math,Grade 6 Math,240315531,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,Speech or Language Impairment,,,,,,,,,Level 1,417,CBT,
2023-2024,Math,Grade 7 Math,258821271,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,,,,,,,YES,,,Level 2,437,CBT,
2023-2024,Math,Grade 8 Math,238848063,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Hispanic or Latino,YES,YES,,8,,Speech or Language Impairment,,,,,,,,,Level 3,458,CBT,
2023-2024,Math,Grade 7 Math,240472183,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Hispanic or Latino,YES,,,,,Learning Disability,,,,,,,,,Level 3,469,CBT,
2023-2024,Math,Grade 6 Math,243262029,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 1,420,CBT,
2023-2024,Math,Grade 6 Math,238575088,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Hispanic or Latino,YES,,,,,Emotional Disability,,,YES,,,,,,Level 1,428,CBT,
2023-2024,Math,Grade 8 Math,238384192,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 3,475,CBT,
2023-2024,Math,Grade 6 Math,203282033,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 2,439,CBT,
2023-2024,Math,Grade 8 Math,236335691,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 4,483,CBT,
2023-2024,Math,Grade 6 Math,235401502,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 3,451,CBT,
2023-2024,Math,Grade 6 Math,241395912,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 3,464,CBT,
2023-2024,Math,Grade 8 Math,236979597,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,,,,,,,,,,Level 4,483,CBT,
2023-2024,Math,Grade 8 Math,233329895,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,Speech or Language Impairment,,,,,,,,,Level 1,407,CBT,
2023-2024,Math,Grade 7 Math,235689536,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,Orthopedic Impairment,,,,,,,,,Level 3,464,CBT,
2023-2024,Math,Grade 7 Math,258678952,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,Speech or Language Impairment,,,,,,,,,Level 1,425,CBT,
2023-2024,Math,Grade 7 Math,258678986,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,Learning Disability,,,,,,,,,Level 1,419,CBT,
2023-2024,Math,Grade 6 Math,243498912,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 2,443,CBT,
2023-2024,Math,Grade 8 Math,237925474,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 3,454,CBT,
2023-2024,Math,Grade 7 Math,239580574,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 3,469,CBT,
2023-2024,Math,Grade 8 Math,258672138,LAUNCH EXPEDITIONARY LEARNING CS,8,8,,Male,Black or African American,YES,,,,,Learning Disability,,,,,,YES,,,Level 1,427,CBT,
2023-2024,Math,Grade 6 Math,242156974,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 2,435,CBT,
2023-2024,Math,Grade 7 Math,216437533,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,YES,,,,,Learning Disability,,,,,,,,,Level 2,432,CBT,
2023-2024,Math,Grade 7 Math,216437558,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Female,Black or African American,YES,,,,,Learning Disability,,,,,,,,,Level 2,437,CBT,
2023-2024,Math,Grade 6 Math,243261948,LAUNCH EXPEDITIONARY LEARNING CS,6,6,,Female,Black or African American,YES,,,,,,,,,,,,,,Level 4,491,CBT,
2023-2024,Math,Grade 7 Math,239233489,LAUNCH EXPEDITIONARY LEARNING CS,7,7,,Male,Black or African American,,,,,,Learning Disability,,,,,,,,,Level 3,453,CBT,
